transaction_id,award_id,recipient_name,recipient_uei,action_date,transaction_amount_usd,award_type,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics_code,naics_description,psc_code,psc_description,transaction_description,primary_place_of_performance
295520632,DEEM0004680,ATKINSREALIS ENERGY FEDERAL EPC INC.,NLDMWSTYELZ6,2024-09-25,-42100.27,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"THE PURPOSE OF THIS MODIFICATION IS TO OBLIGATE FY2020 FUNDS IN THE AMOUNT OF $15,150.59 IN INCREMENTAL FUNDING TO CORRECT AN ISSUE AS A RESULT OF A FY2020 INVOICE BEING PAID WITH COVID FUNDS THAT SHOULD HAVE BEEN PAID USING BASE PROJECT FUNDS.","{'city_name': 'COLUMBIA', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '027', 'county_name': 'HOWARD', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '3231', 'zip5': '21046'}"
295520688,DEEM0005149,"SOCIAL-ENGINEER, LLC",DZ9PKRN7N5M5,2024-09-25,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),THE PURPOSE OF THIS MODIFICATION 0003 IS TO CONFIRM COMPLETION OF THE PURCHASE ORDER AND CLOSE OUT THE FILE.,"{'city_name': 'CARLSBAD', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '015', 'county_name': 'EDDY', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '5245', 'zip5': '88220'}"
295531681,DESC0012704,BROOKHAVEN SCIENCE ASSOCIATES LLC,R85KZ9JP3NM3,2024-09-25,20030218.17,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,PERFORMANCE-BASED CONTRACT FOR THE MANAGEMENT AND OPERATION OF BROOKHAVEN NATIONAL LABORATORY.,"{'city_name': 'UPTON', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '103', 'county_name': 'SUFFOLK', 'location_country_code': 'USA', 'state_code': 'NY', 'state_name': 'New York', 'zip4': '5000', 'zip5': '11973'}"
295531681,DESC0012704,BROOKHAVEN SCIENCE ASSOCIATES LLC,R85KZ9JP3NM3,2024-09-25,11798471.03,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,PERFORMANCE-BASED CONTRACT FOR THE MANAGEMENT AND OPERATION OF BROOKHAVEN NATIONAL LABORATORY.,"{'city_name': 'UPTON', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '103', 'county_name': 'SUFFOLK', 'location_country_code': 'USA', 'state_code': 'NY', 'state_name': 'New York', 'zip4': '5000', 'zip5': '11973'}"
292026608,89233023FNR400103,"AMENTUM SERVICES, INC.",QEMLRQA7PLG4,2024-09-26,-146685.18,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561611,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE $146,685.18 EXCESS FUNDING AS FOLLOWS: CLIN 00001: -$1,715.24, CLIN 00002: -$4,445.28, CLIN 00003: -$221.09, CLIN 00004: -$12,989.57, AND CLIN 00005: -$127,314.00.","{'city_name': 'SCHENECTADY', 'congressional_code': '20', 'country_name': 'UNITED STATES', 'county_code': '093', 'county_name': 'SCHENECTADY', 'location_country_code': 'USA', 'state_code': 'NY', 'state_name': 'New York', 'zip4': '0002', 'zip5': '12309'}"
292026616,89233024PNR000112,MELE ASSOCIATES INC,MJBFX1KJ7KY1,2024-09-26,10000.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,621112,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,PSYCHOLOGICAL ASSESSMENT SERVICES WITHIN THE WASHINGTON D.C. REGION TO SUPPORT NAVAL REACTORS HEAD QUARTERS.,"{'city_name': 'ROCKVILLE', 'congressional_code': '08', 'country_name': 'UNITED STATES', 'county_code': '031', 'county_name': 'MONTGOMERY', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '5366', 'zip5': '20850'}"
292026667,89233118FNA000019,RICOH USA INC,K8NNV2MH8AE6,2024-09-26,0.0,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,333244,PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,W074,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",OST COPIERS LEASE AND MAINTENANCE SUPPORT,"{'city_name': 'FORT SMITH', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '131', 'county_name': 'SEBASTIAN', 'location_country_code': 'USA', 'state_code': 'AR', 'state_name': 'Arkansas', 'zip4': '1405', 'zip5': '72905'}"
292026806,89233119CNA000083,ANALEX CORPORATION,CWLNZ4TJCLE4,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R699,SUPPORT- ADMINISTRATIVE: OTHER,TECHNICAL AND ADMINISTRATIVE SUPPORT FOR THE US/UK TRIDENT WARHEAD PROJECT GROUP (TWPG).,"{'city_name': 'HERNDON', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '6008', 'zip5': '20170'}"
292026837,89233119FNA000060,RICOH USA INC,K8NNV2MH8AE6,2024-09-26,-1219.82,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,333244,PRINTING MACHINERY AND EQUIPMENT MANUFACTURING,W074,"LEASE OR RENTAL OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",COPIER LEASE CONTRACT FOR SANDIA FIELD OFFICE AND ALBUQUERQUE COMPLEX,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '5400', 'zip5': '87185'}"
292026899,89233119FNA400217,TECHNOMICS INC,LU9TXLBPMQD7,2024-09-26,-133081.42,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,"TASK ORDER ISSUED UNDER THE DOE/NNSA, BPA FOR TECHNICAL ENGINEERING, AND PROGRAMMATIC SUPPORT SERVICES (TEPS) II.","{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292027081,89233121CNA000227,DOXCELERATE CORPORATION,W8ZLDURABB51,2024-09-26,45765.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,511210,SOFTWARE PUBLISHERS,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,POLICY SYSTEMS SUPPORT SERVICES FOR THE OFFICE OF POLICY AND STRATEGIC PLANNING (NA-1.1),"{'city_name': 'SANTA FE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '049', 'county_name': 'SANTA FE', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '2065', 'zip5': '87501'}"
292027173,89233122CNA000283,"AMES 1, LLC",RVE7GUNB8G57,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,DESIGN-BUILD REMOVAL AND REPLACEMENT OF THE NEW MEXICO RELAY STATION CONTROL BUILDING.,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '2671', 'zip5': '87123'}"
292027246,89233122FNA400491,"SEALASKA REMEDIATION SOLUTIONS, LLC",KJFPJM86BPS4,2024-09-26,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561990,ALL OTHER SUPPORT SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,COUNTER NUCLEAR SMUGGLING EQUIPMENT AND LOGISTICS BULK BUY,"{'city_name': 'SEATTLE', 'congressional_code': '07', 'country_name': 'UNITED STATES', 'county_code': '033', 'county_name': 'KING', 'location_country_code': 'USA', 'state_code': 'WA', 'state_name': 'Washington', 'zip4': '3630', 'zip5': '98101'}"
292027249,89233122FNA400494,"TECHSOURCE, LLC",DSDEKJ6JRLA7,2024-09-26,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,"TECHNICAL, LIAISON, AND ANALYTICAL SUPPORT SERVICES FOR THE OFFICE OF DEFENSE PROGRAMS (NA-10) AND THE OFFICE OF SYSTEMS ENGINEERING AND INTEGRATION (NA-18).","{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292027287,89233123FNA000109,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,2024-09-26,131432.64,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"NA-90.2 PLANS, IMPLEMENTS, REPORTS, AND CLOSES OUT CAPITAL ASSET REVIEWS BASED ON THE CHARGE PROVIDED BY THE REQUESTING NNSA OFFICIAL TO ASSURE THAT SPECIFIC TOPICS OR EMPHASES ARE PROPERLY UNDERSTOOD AND IDENTIFIED IN THE REVIEW. THE PURPOSE OF THE","{'city_name': 'CENTREVILLE', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '1922', 'zip5': '20120'}"
292027287,89233123FNA000109,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,2024-09-26,94193.54,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"NA-90.2 PLANS, IMPLEMENTS, REPORTS, AND CLOSES OUT CAPITAL ASSET REVIEWS BASED ON THE CHARGE PROVIDED BY THE REQUESTING NNSA OFFICIAL TO ASSURE THAT SPECIFIC TOPICS OR EMPHASES ARE PROPERLY UNDERSTOOD AND IDENTIFIED IN THE REVIEW. THE PURPOSE OF THE","{'city_name': 'CENTREVILLE', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '1922', 'zip5': '20120'}"
292027287,89233123FNA000109,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,2024-09-26,155704.99,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"NA-90.2 PLANS, IMPLEMENTS, REPORTS, AND CLOSES OUT CAPITAL ASSET REVIEWS BASED ON THE CHARGE PROVIDED BY THE REQUESTING NNSA OFFICIAL TO ASSURE THAT SPECIFIC TOPICS OR EMPHASES ARE PROPERLY UNDERSTOOD AND IDENTIFIED IN THE REVIEW. THE PURPOSE OF THE","{'city_name': 'CENTREVILLE', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '1922', 'zip5': '20120'}"
292027287,89233123FNA000109,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,2024-09-26,51098.0,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"NA-90.2 PLANS, IMPLEMENTS, REPORTS, AND CLOSES OUT CAPITAL ASSET REVIEWS BASED ON THE CHARGE PROVIDED BY THE REQUESTING NNSA OFFICIAL TO ASSURE THAT SPECIFIC TOPICS OR EMPHASES ARE PROPERLY UNDERSTOOD AND IDENTIFIED IN THE REVIEW. THE PURPOSE OF THE","{'city_name': 'CENTREVILLE', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '1922', 'zip5': '20120'}"
292027308,89233123FNA400500,INTEPROS FEDERAL INCORPORATED,WPD2U59BGNC9,2024-09-26,48150.28,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,NA-IM REQUIRES THE NECESSARY PROFESSIONAL AND TECHNICAL INFORMATION TECHNOLOGY SUPPORT AND SERVICES ESSENTIAL TO THE FULFILLMENT OF THE MISSION AND FUNCTIONS OF THE OFFICE OF INFORMATION MANAGEMENT WITHIN THE NNSA.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0001', 'zip5': '20585'}"
292027378,89233124CNA000387,BLUE TECH INC.,MDC5LDZKQAM4,2024-09-26,2000000.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),"ARCHER GOVERNANCE, RISK, AND COMPLIANCE SOFTWARE FIRM FIXED PRICE (NNG15SD00B)","{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0001', 'zip5': '20585'}"
292027610,89233218CNA000001,"TRIAD NATIONAL SECURITY, LLC",X7WUS5LRBQU3,2024-09-26,20606660.41,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS,INCREMENTAL FUNDING FOR LOS ALAMOS NATIONAL LABORATORY MANAGEMENT AND OPERATING CONTRACT,"{'city_name': 'LOS ALAMOS', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '028', 'county_name': 'LOS ALAMOS', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '0145', 'zip5': '87545'}"
292028133,89243121CSC000106,MUTUAL TELECOM SERVICES INC.,C4NNS2MA4ZY1,2024-09-26,11560.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,517311,WIRED TELECOMMUNICATIONS CARRIERS,DG01,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR),OAK RIDGE FEDERAL INTEGRATED COMMUNICATIONS NETWORK (ORF-ICN) OPERATIONS AND MAINTENANCE SUPPORT SERVICES,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '8802', 'zip5': '37830'}"
292028581,89243124FSC400721,CARAHSOFT TECHNOLOGY CORP,DT8KJHZXVJH5,2024-09-26,2311050.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,U012,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,"24X7X365 THREAT DETECTION FOR CYBERSECURITY ALERTS, EMERGING THREAT HUNTING, AND THREAT RESPONSE.","{'city_name': 'RESTON', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '3205', 'zip5': '20190'}"
292028699,89243218CNE000001,ELECTRIC POWER RESEARCH INSTITUTE INC,JBV2SMLRBK29,2024-09-26,122553.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",AG52,R&D- ENERGY: NUCLEAR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),THE PURPOSE OF THIS MODIFICATION IS TO INCREMENTALLY FUND CLIN 6,"{'city_name': 'CHARLOTTE', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '119', 'county_name': 'MECKLENBURG', 'location_country_code': 'USA', 'state_code': 'NC', 'state_name': 'North Carolina', 'zip4': '0102', 'zip5': '28262'}"
292028789,89243220FNE400054,ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION,GLPKRZJL8GM3,2024-09-26,2565139.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"THIS MODIFICATION IS TO:  1. OBLIGATES INCREMENTAL FUNDING IN THE AMOUNT OF $2,565,139.   2. THE AMOUNT OF OBLIGATED FUNDS ON CLIN 005 IS INCREASED BY $2,565,139 FROM $1,409,544 TO $3,974,683.  3. THE TOTAL AMOUNT OF OBLIGATED FUNDS ON THE AWAR","{'city_name': 'BRIDGEPORT', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '033', 'county_name': 'HARRISON', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '4509', 'zip5': '26330'}"
292028904,89243224CNE000035,NORTH WIND GENERAL CONTRACTORS LLC,MJG1DJYMASR5,2024-09-26,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,J035,MAINT/REPAIR/REBUILD OF EQUIPMENT- SERVICE AND TRADE EQUIPMENT,"THE PURPOSE OF THIS MODIFICATION IS TO: 1. INCORPORATE REQUESTS FOR INFORMATION 001, 002, AND 003 INTO THE CONTRACT IN ACCORDANCE WITH FAR 52.243-4. 2. UPDATE CONTRACTOR PROGRAM MANAGER FROM ROBERT BERKLEY TO DANIEL GUY. ALL OTHER TERMS AND CONDIT","{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '5036', 'zip5': '83402'}"
292028906,89243224FEM400020,SIGMA SCIENCE INC,NB31NPVJHRZ5,2024-09-26,309504.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,NUCLEAR INDUSTRY ADVISORY AND ASSISTANCE SERVICES (A&AS) SUPPORT UNDER GSA CONTRACT 47QRAA18D005Q - TASK ORDER 18 ENVIRONMENTAL SUPPORT SUBJECT MATTER EXPERT,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '8123', 'zip5': '87110'}"
292028907,89243224FEM400021,SIGMA SCIENCE INC,NB31NPVJHRZ5,2024-09-26,125000.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,NUCLEAR INDUSTRY ADVISORY AND ASSISTANCE SERVICES(A&AS)SUPPORT UNDER GSA CONTRACT 47QRAA18D005Q - TASK ORDER 16 - AIR COMPLIANCE SUBJECT MATTER EXPERT,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '8123', 'zip5': '87110'}"
292028912,89243224FNE000037,ADVANCED MEASUREMENT TECHNOLOGY INC,HHJACBKXAWN6,2024-09-26,119121.0,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,5860,"STIMULATED COHERENT RADIATION DEVICES, COMPONENTS, AND ACCESSORIES",THE PURCHASE OF ORTEC / AMETEK BRAND LABORATORY EQUIPMENT.,"{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '1563', 'zip5': '83401'}"
292028926,89243224FNE400148,SIGMA SCIENCE INC,NB31NPVJHRZ5,2024-09-26,115500.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,NUCLEAR INDUSTRY ADVISORY AND ASSISTANCE SERVICES(A&AS)SUPPORT UNDER GSA CONTRACT 47QRAA18D005Q -- TASK ORDER 17 - NUCLEAR SAFETY SPECIALIST SUPPORTING NE-5,"{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '8123', 'zip5': '87110'}"
292029454,89243320FFE400258,"GOLDBELT OPERATIONS SUPPORT SERVICES, LLC",VNHMD58JJHM7,2024-09-26,122641.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z2JZ,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,CENTER FOR DATA ANALYTICS AND MACHINE LEARNING (NETL B83 CDAML) PROJECT  MODIFICATION 022 - SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,"{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '0880', 'zip5': '26507'}"
