transaction_id,award_id,recipient_name,recipient_uei,action_date,transaction_amount_usd,award_type,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics_code,naics_description,psc_code,psc_description,transaction_description,primary_place_of_performance
292027479,89233124FNA400653,"CHICKASAW MANAGEMENT SERVICES, LLC",J9V5BJFEGHZ9,2024-09-30,4500000.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541810,ADVERTISING AGENCIES,U012,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,"SUPPORT TO DEPARTMENT OF ENERGY, NATIONAL NUCLEAR SECURITY ADMINISTRATION OFFICE OF RESEARCH, DEVELOPMENT, TEST, AND EVALUATION ACADEMIC PROGRAMS","{'city_name': 'NORMAN', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '027', 'county_name': 'CLEVELAND', 'location_country_code': 'USA', 'state_code': 'OK', 'state_name': 'Oklahoma', 'zip4': '1166', 'zip5': '73071'}"
292027480,89233124FNA400654,"CHICKASAW MANAGEMENT SERVICES, LLC",J9V5BJFEGHZ9,2024-09-30,3000000.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541810,ADVERTISING AGENCIES,U012,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,"SUPPORT TO DEPARTMENT OF ENERGY, NATIONAL NUCLEAR SECURITY ADMINISTRATION OFFICE OF RESEARCH, DEVELOPMENT, TEST, AND EVALUATION ACADEMIC PROGRAMS","{'city_name': 'NORMAN', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '027', 'county_name': 'CLEVELAND', 'location_country_code': 'USA', 'state_code': 'OK', 'state_name': 'Oklahoma', 'zip4': '1166', 'zip5': '73071'}"
292027803,89243024CSC000002,"FERMI FORWARD DISCOVERY GROUP, LLC",VLS6K3EVCMW5,2024-09-30,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,MANAGEMENT AND OPERATING CONTRACT FOR THE FERMI NATIONAL ACCELERATOR LABORATORY (FNAL),"{'city_name': 'BATAVIA', 'congressional_code': '11', 'country_name': 'UNITED STATES', 'county_code': '089', 'county_name': 'KANE', 'location_country_code': 'USA', 'state_code': 'IL', 'state_name': 'Illinois', 'zip4': '5011', 'zip5': '60510'}"
292028025,89243120FSC000008,ACCENTURE FEDERAL SERVICES LLC,C47BNA8GM833,2024-09-30,5438040.93,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541512,COMPUTER SYSTEMS DESIGN SERVICES,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","TECHNICAL, PROFESSIONAL, INFORMATION MANAGEMENT AND TECHNOLOGY SUPPORT AND ASSISTANCE TO THE OFFICE OF SCIENCE - UNILATERAL MODIFICATION P00041 IS TO ADD INCREMENTAL FUNDING IN THE AMOUNT OF $5,438,040.93.","{'city_name': 'GERMANTOWN', 'congressional_code': '06', 'country_name': 'UNITED STATES', 'county_code': '031', 'county_name': 'MONTGOMERY', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '1299', 'zip5': '20874'}"
292028251,89243122FSC400370,DELOITTE CONSULTING LLP,CKV2L9GZKJK3,2024-09-30,1426652.95,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541512,COMPUTER SYSTEMS DESIGN SERVICES,7E20,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",BUDGET EXECUTION FORMULATION ANALYSIS SUPPORT TOOL (BEFAST),"{'city_name': 'GERMANTOWN', 'congressional_code': '06', 'country_name': 'UNITED STATES', 'county_code': '031', 'county_name': 'MONTGOMERY', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '0501', 'zip5': '20874'}"
292028478,89243123PSC000264,JOHNSON CONTROLS FIRE PROTECTION LP,K9HJHLAKXE96,2024-09-30,-0.8,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561621,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),J063,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",OSTI BUYER: TAMMY PAYNE  PLANNED SERVICE AGREEMENT FOR SIMPLEX FIRE ALARM SYSTEM  VENDOR: JOHNSON CONTROLS FIRE PROTECTION LP,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '6521', 'zip5': '37830'}"
292028485,89243123PSC000271,OAK RIDGE UTILITY DISTRICT,KNPSGJWG7E58,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,S111,UTILITIES- GAS,NATURAL GAS ODORIZATION,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '4817', 'zip5': '37830'}"
292028582,89243124FSC400722,"AFFIGENT, LLC",M46UYYHVH4B1,2024-09-30,98751.01,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,DE10,"IT AND TELECOM - END USER AS A SERVICE: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS",ORACLE CLOUD SERVICES - LICENSE RENEWAL (SEPARATE INSTANCE),"{'city_name': 'GERMANTOWN', 'congressional_code': '06', 'country_name': 'UNITED STATES', 'county_code': '031', 'county_name': 'MONTGOMERY', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '1290', 'zip5': '20874'}"
292028590,89243124PSC000295,JOHNSON CONTROLS FIRE PROTECTION LP,K9HJHLAKXE96,2024-09-30,-0.6,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,N059,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,TRUESITE/FIBER MODULE INSTALLATION,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '6521', 'zip5': '37830'}"
292028601,89243124PSC000318,AIP PUBLISHING LLC,ZKDLU4JCD8N3,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,513120,PERIODICAL PUBLISHERS,7630,NEWSPAPERS AND PERIODICALS,JOURNAL RENEWAL,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '6521', 'zip5': '37830'}"
292028605,89243124PSC000325,WM. S. TRIMBLE CO. INC.,MRJZG8L6Q9B1,2024-09-30,19540.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,J059,MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,MAIN LOADING DOCK DOOR REPLACEMENT,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '6521', 'zip5': '37830'}"
292028789,89243220FNE400054,ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION,GLPKRZJL8GM3,2024-09-30,-12799.22,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE $9,627.58 FOR INVOICE DISCOUNTS TO REALIGN THE DISCOUNTS RECEIVED ON INVOICES IN THE STARS SYSTEMS WITH THE STRIPES SYSTEM THROUGH SEPTEMBER 30, 2024 ON CLIN 004.  THIS MODIFICATION:  1. DEOBLIGA","{'city_name': 'BRIDGEPORT', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '033', 'county_name': 'HARRISON', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '4509', 'zip5': '26330'}"
292028881,89243223FNE400097,ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION,GLPKRZJL8GM3,2024-09-30,72815.53,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"THE PURPOSE OF THIS MODIFICATION IS TO: ADD INCREMENTAL FUNDING TO CLIN 00001 IN THE AMOUNT OF $72,815.53, INCREASING THE OBLIGATED AMOUNT FROM $19,941,391.11 TO $20,014,206.64.  ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED.","{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '0001', 'zip5': '83415'}"
292028932,89243224PEM000022,SAFRAN SOFTWARE SOLUTIONS LLC,XUGJMHLN7NX1,2024-09-30,33366.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,513210,SOFTWARE PUBLISHERS,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),THE PURPOSE OF THIS PURCHASE ORDER IS TO ACQUIRE THREE SAFRAN SOFTWARE LICENSES WITH TWO-YEAR MAINTENANCE AND SUPPORT PLAN.,"{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '1510', 'zip5': '83402'}"
292028937,89243224PNE000077,"REVVITY HEALTH SCIENCES, INC.",G2TETZJTELL4,2024-09-30,26176.02,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,811210,ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,J066,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,RESL SERVICE AGREEMENT WITH REVVITY FOR QUANTULUS GCT 110V AND TRI-CARB 5110TR 110 V.,"{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '0001', 'zip5': '83415'}"
292028984,89243318FFE000008,ATT MOBILITY LLC,P2S7GZFBCSJ1,2024-09-30,0.0,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,"NETL WIRELESS PRODUCTS AND SERVICES, CLOSEOUT","{'city_name': 'BROOKHAVEN', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '089', 'county_name': 'DEKALB', 'location_country_code': 'USA', 'state_code': 'GA', 'state_name': 'Georgia', 'zip4': '5309', 'zip5': '30319'}"
292029231,89243319FFE400124,REGAN TECHNOLOGIES CORP,PJ2BS3KYWKS5,2024-09-30,171342.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7030,INFORMATION TECHNOLOGY SOFTWARE,MICROSOFT ENTERPRISE AGREEMENT AND PREMIER SUPPORT RENEWAL:  MODIFICATION TO TRUE-UP FOR SUBSCRIPTIONS AND LICENSES (MODIFICATION P00006),"{'city_name': 'PITTSBURGH', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'ALLEGHENY', 'location_country_code': 'USA', 'state_code': 'PA', 'state_name': 'Pennsylvania', 'zip4': '2140', 'zip5': '15236'}"
292029709,89243322FAU400004,"CENTERRA GROUP, LLC",H4H3J7SJCT76,2024-09-30,3081467.97,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561612,SECURITY GUARDS AND PATROL SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,THE PURPOSE OF THE MODIFICATION IS TO PROVIDE INCREMENTAL FUNDING AND TO INCORPORATE AN ADDENDUM TO THE PERFORMANCE WORK STATEMENT TO REFLECT THE ADDITION PURCHASE OF TACTICAL RESPONSE FORCE EQUIPMENT.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0620', 'zip5': '20585'}"
292029841,89243322PFE000541,"RIGAKU AMERICAS HOLDING, INC.",MF57ENCBSB57,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,811219,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,J066,MAINT/REPAIR/REBUILD OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,STANDARD SERVICE/MAINTENANCE CONTRACT FOR RIGAKU EQUIPMENT CLOSEOUT,"{'city_name': 'PITTSBURGH', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'ALLEGHENY', 'location_country_code': 'USA', 'state_code': 'PA', 'state_name': 'Pennsylvania', 'zip4': '2140', 'zip5': '15236'}"
292029895,89243323FFE400451,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",WUK9A5UR33S7,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,511210,SOFTWARE PUBLISHERS,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),ERSI RENEWAL AND SOFTWARE MAINTENANCE AGREEMENT POP 04/01/2023 - 03/31/2024 MODIFICATION P00001 CLOSE OUT,"{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '0800', 'zip5': '26507'}"
292029907,89243323FFE400468,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",WUK9A5UR33S7,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,511210,SOFTWARE PUBLISHERS,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),BIL-IIJA: ESRI ARCGIS LICENSES MODIFICATION P00001 CLOSE OUT AWARD,"{'city_name': 'REDLANDS', 'congressional_code': '23', 'country_name': 'UNITED STATES', 'county_code': '071', 'county_name': 'SAN BERNARDINO', 'location_country_code': 'USA', 'state_code': 'CA', 'state_name': 'California', 'zip4': '8100', 'zip5': '92373'}"
292029938,89243323FFE400500,"NEW TECH SOLUTIONS, INC.",XK11LLUL61A7,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),LG ULTRAWIDE MONITORS-34BN770-B MODIFICATION P00001 CLOSE OUT AWARD,"{'city_name': 'FREMONT', 'congressional_code': '17', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ALAMEDA', 'location_country_code': 'USA', 'state_code': 'CA', 'state_name': 'California', 'zip4': '3706', 'zip5': '94538'}"
292029962,89243323FGD400002,"MANAGEMENT CONCEPTS, INC",C2R2ML1DWXW6,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,BIL: MANAGEMENT CONCEPTS TPO CERTIFICATION COURSES CLOSEOUT,"{'city_name': 'PITTSBURGH', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'ALLEGHENY', 'location_country_code': 'USA', 'state_code': 'PA', 'state_name': 'Pennsylvania', 'zip4': '0940', 'zip5': '15236'}"
292030015,89243323PFE000654,TELEDYNE FLIR COMMERCIAL SYSTEMS INC.,UNGJTMCSDB81,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",6720,"CAMERAS, STILL PICTURE",ONE FLIR A6261 INGAAS CAMERA AND ACCESSORIES CLOSEOUT,"{'city_name': 'HUDSON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '011', 'county_name': 'HILLSBOROUGH', 'location_country_code': 'USA', 'state_code': 'NH', 'state_name': 'New Hampshire', 'zip4': '4806', 'zip5': '03051'}"
292030028,89243323PFE000676,MCCALL INDUSTRIAL SUPPLY CO LLC,FKXBD17QZNE3,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",6685,"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS","1EA - RATIO PYROMETER TECHNOLOGY, SYSTEM DESCRIPTION: DUAL-WAVELENGTH TRADITIONAL STYLE PYROMETER WITH SIGNAL CONDITIONING AND SYSTEM DIAGNOSTICS  1EA - SINGLE-WAVELENGTH PYROMETER TECHNOLOGY, SYSTEM DESCRIPTION: SHORT-WAVELENGTH TRADITIONAL STYLE","{'city_name': 'BOISE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ADA', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '4301', 'zip5': '83709'}"
292030029,89243323PFE000677,INFICON INC,DKZ9GPFWHZA4,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,6640,LABORATORY EQUIPMENT AND SUPPLIES,"ONE MICRO GAS CHROMATOGRAPHY (GC) GAS ANALYZER, INFICON MICRO GC FUSION 2-MODULE SYSTEM, ITEM #: F08581W02TR2 CLOSEOUT","{'city_name': 'EAST SYRACUSE', 'congressional_code': '22', 'country_name': 'UNITED STATES', 'county_code': '067', 'county_name': 'ONONDAGA', 'location_country_code': 'USA', 'state_code': 'NY', 'state_name': 'New York', 'zip4': '9707', 'zip5': '13057'}"
292030030,89243323PFE000678,"STATION SQUARE LESSEE, LLC",G6PANY2KLET4,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,W059,LEASE OR RENTAL OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,"AV SERVICE FOR SEPTEMBER 25, 2023, THROUGH SEPTEMBER 28, 2023, FOR THE IEAGHG POST COMBUSTION CAPTURE CONFERENCE AT SHERATON PITTSBURGH HOTEL CLOSEOUT","{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '2535', 'zip5': '26505'}"
292030037,89243323PFE000687,"FEDCORP SERVICES, INC.",MZMNGTLPLV22,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,6640,LABORATORY EQUIPMENT AND SUPPLIES,"1EA -681240830, TELEDYNE ISCO 260X PUMP AND 1EA - 681240850, CONTROLLER CLOSEOUT","{'city_name': 'EL SOBRANTE', 'congressional_code': '08', 'country_name': 'UNITED STATES', 'county_code': '013', 'county_name': 'CONTRA COSTA', 'location_country_code': 'USA', 'state_code': 'CA', 'state_name': 'California', 'zip4': '3265', 'zip5': '94803'}"
292030048,89243324CFE000094,DRS ARCHITECTS INC,KF78J3KKN5W3,2024-09-30,363210.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,IRA FUNDED BUILDING 34 ADVANCED ALLOY SIGNATURE CENTER POST-AWARD CONSTRUCTION INSPECTION SERVICES (CIS),"{'city_name': 'PITTSBURGH', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'ALLEGHENY', 'location_country_code': 'USA', 'state_code': 'PA', 'state_name': 'Pennsylvania', 'zip4': '1435', 'zip5': '15222'}"
292030060,89243324FFE400538,"LYME COMPUTER SYSTEMS, INC.",F1UZPBD1VBH9,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"15 HPE SYNERGY 480 GEN 10 COMPUTE MODULES, ESSENTIAL SERVICE, AND ONSHORE SUPPORT (3 MODULES FOR ALBANY OR, 6 MODULES FOR MORGANTOWN WV, 6 MODULES FOR PITTSBURGH PA) CLOSEOUT","{'city_name': 'LEBANON', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '009', 'county_name': 'GRAFTON', 'location_country_code': 'USA', 'state_code': 'NH', 'state_name': 'New Hampshire', 'zip4': '2617', 'zip5': '03766'}"
292030073,89243324FFE400553,THERMO ELECTRON NORTH AMERICA LLC,CMBPHDRMCS51,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,6640,LABORATORY EQUIPMENT AND SUPPLIES,"BIL - 1 (ONE) THERMO ELECTRON 22181-60001, PROD, SP, STD, QUAT, +DGAS, ICS6 PUMP SYSTEM CLOSEOUT","{'city_name': 'WEST PALM BEACH', 'congressional_code': '20', 'country_name': 'UNITED STATES', 'county_code': '099', 'county_name': 'PALM BEACH', 'location_country_code': 'USA', 'state_code': 'FL', 'state_name': 'Florida', 'zip4': '1976', 'zip5': '33407'}"
292030076,89243324FFE400557,"ABBA TECHNOLOGIES, INC.",J84GXV5ZKJK9,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"BLACK BOX DIGITAL SIGNAGE PLAYERS, LICENSE UPGRADE, AND SOFTWARE MAINTENANCE: QTY 12 - ICVS-VE-SU-N-R3, BLACK BOX: DIGITAL SIGNAGE FULL HD 15-ZONE MEDIA PLAYER QTY 1 - ICC-MAINT-25, BLACK BOX: CMS ANNUAL SOFTWARE MAINTENANCE - 25 PLAYER QTY 1 - IC","{'city_name': 'ALBUQUERQUE', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'BERNALILLO', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '2143', 'zip5': '87113'}"
292030080,89243324FFE400561,"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",FBRMCGPMN963,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),QTY 18 -  DELL MOBILE PRECISION 7680                                                                                                                                      QTY 18 -  DELL PRO WIRELESS KEYBOARD & MOUSE,"{'city_name': 'COLLEGE PARK', 'congressional_code': '04', 'country_name': 'UNITED STATES', 'county_code': '033', 'county_name': 'PRINCE GEORGES', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '1346', 'zip5': '20740'}"
292030084,89243324FFE400565,"WILDFLOWER INTERNATIONAL, LTD.",TK17ZGD5YNA9,2024-09-30,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),"(1) EA - 210-BFNP, DELL PRECISION 5860 WORKSTATION, 64GB RAM, TAA COMPLIANT (8) EA - 210-BFNP, DELL PRECISION 5860 WORKSTATIONS, 32GB RAM, TAA COMPLIANT CLOESOUT","{'city_name': 'SANTA FE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '049', 'county_name': 'SANTA FE', 'location_country_code': 'USA', 'state_code': 'NM', 'state_name': 'New Mexico', 'zip4': '3912', 'zip5': '87505'}"
292030191,89243324PFE000741,"NEW ENGLAND RESEARCH, INC.",ZEEQRUVWVZC9,2024-09-30,0.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",6640,LABORATORY EQUIPMENT AND SUPPLIES,"1EA - TINYPERM 3, PORTABLE HANDHELD AIR PERMEAMETER CLOSEOUT","{'city_name': 'WHITE RIVER JUNCTION', 'congressional_code': '00', 'country_name': 'UNITED STATES', 'county_code': '027', 'county_name': 'WINDSOR', 'location_country_code': 'USA', 'state_code': 'VT', 'state_name': 'Vermont', 'zip4': '9263', 'zip5': '05001'}"
